ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,qtd_chuveiro_eletrico,kwh_chuveiro_eletrico,qtd_ventilador,kwh_ventilador
53026,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,11.844000000000001
53027,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,71.06400000000001
53028,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,19.740000000000002
53030,Norte,RR,Boa Vista,2.0,90.0,2.0,0.0,0.0,0.0
53031,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,4.0,71.06400000000001
53032,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53033,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53034,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,0.0,0.0
53035,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,106.596
53036,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,94.75200000000001
53037,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53038,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53039,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53040,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53041,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53042,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,19.740000000000002
53043,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53044,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53045,Norte,RR,Boa Vista,2.0,90.0,3.0,0.0,1.0,0.37241666666666673
53046,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53047,Norte,RR,Boa Vista,4.0,180.0,5.0,0.0,2.0,0.5213833333333334
53048,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,35.67891666666667
53049,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,0.0,0.0
53052,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53054,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,33.84
53056,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53059,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,2.9610000000000003
53061,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,94.75200000000001
53063,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53064,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53065,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53066,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,4.1160000000000005
53067,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53068,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,47.376000000000005
53069,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53070,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53071,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.4687666666666668
53072,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53073,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53074,Norte,RR,Boa Vista,2.0,90.0,2.0,0.0,1.0,6.860000000000001
53075,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53076,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53078,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,17.766000000000002
53079,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53080,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,8.883000000000001
53081,Norte,RR,Boa Vista,2.0,90.0,2.0,0.0,1.0,1.1445
53082,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,4.0,189.50400000000002
53083,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53084,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53085,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,35.532000000000004
53086,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53087,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53088,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53090,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53092,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,35.532000000000004
53094,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,24.696000000000005
53095,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53097,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53098,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,5.0,88.83000000000001
53099,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53100,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53101,Norte,RR,Boa Vista,2.0,90.0,1.0,0.0,3.0,53.298
53102,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53104,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,4.0,71.06400000000001
53105,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,5.0,88.83000000000001
53106,Norte,RR,Boa Vista,0.0,0.0,1.0,0.0,2.0,4.1160000000000005
53107,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,137.052
53108,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,71.06400000000001
53109,Norte,RR,Boa Vista,2.0,90.0,2.0,0.0,2.0,35.532000000000004
53110,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53111,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,19.740000000000002
53113,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,1.1445
53114,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,1.0404333333333335
53115,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,5.0,88.83000000000001
53116,Norte,RR,Boa Vista,2.0,90.0,3.0,0.0,3.0,29.61
53118,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,3.0,53.298
53119,Norte,RR,Boa Vista,2.0,90.0,3.0,0.0,5.0,83.77
53120,Norte,RR,Boa Vista,0.0,0.0,2.0,0.0,3.0,0.0
53122,Norte,RR,Boa Vista,3.0,135.0,2.0,0.0,3.0,53.298
53123,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53124,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53125,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.011666666666666667
53126,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53127,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,2.0,35.532000000000004
53128,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,11.844000000000001
53129,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53130,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53131,Nordeste,CE,Fortaleza,1.0,45.0,3.0,0.0,1.0,5.922000000000001
53132,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,3.0,29.61
53133,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53134,Norte,RR,Boa Vista,2.0,90.0,1.0,0.0,4.0,71.06400000000001
53135,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,19.740000000000002
53136,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,3.0,53.298
53137,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53138,Norte,RR,Boa Vista,2.0,90.0,1.0,0.0,3.0,53.298
53139,Norte,RR,Boa Vista,2.0,90.0,1.0,0.0,2.0,13.734000000000004
53140,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53143,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,47.376000000000005
53144,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53145,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,9.870000000000001
53146,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53147,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,11.844000000000001
53150,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,106.596
53152,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,2.0,1.1572166666666668
53153,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,3.0,17.766000000000002
53155,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,0.5786083333333334
53158,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,0.4687666666666668
53159,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53160,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,71.06400000000001
53161,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,2.9610000000000003
53162,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53164,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,0.0,0.0
53165,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53166,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,11.844000000000001
53167,Norte,RR,Boa Vista,3.0,135.0,1.0,0.0,2.0,4.578
53168,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,19.740000000000002
53169,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,17.766000000000002
53170,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,19.740000000000002
53171,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53172,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,9.870000000000001
53173,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53174,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,3.0,53.298
53176,Norte,RR,Boa Vista,2.0,90.0,1.0,0.0,2.0,35.532000000000004
53177,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53178,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53180,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53181,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53183,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,3.0,53.298
53184,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53185,Norte,RR,Boa Vista,0.0,0.0,1.0,0.0,2.0,35.532000000000004
53186,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53187,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53190,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53192,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,2.0,13.720000000000002
53193,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53194,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,24.696000000000005
53195,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,2.289
53196,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,0.0,0.0
53197,Norte,RR,Boa Vista,1.0,45.0,2.0,42.0,0.0,0.0
53198,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53199,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53200,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53201,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53203,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53206,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,25.38
53208,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,0.7000000000000001
53209,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53211,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53214,Norte,RR,Boa Vista,2.0,90.0,2.0,0.0,0.0,0.0
53215,Norte,RR,Boa Vista,2.0,90.0,2.0,0.0,1.0,9.870000000000001
53217,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,5.922000000000001
53218,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53219,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,6.860000000000001
53220,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,2.289
53221,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53222,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,24.696000000000005
53223,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,1.0,5.880000000000002
53224,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53225,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53228,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53229,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,0.0,0.0
53231,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,71.06400000000001
53232,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53233,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53234,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,1.0,1.0404333333333335
53235,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53237,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,5.0,88.83000000000001
53238,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,71.06400000000001
53239,Norte,RR,Boa Vista,1.0,45.0,2.0,0.0,2.0,35.532000000000004
53241,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53242,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53243,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,4.0,71.06400000000001
53244,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,19.740000000000002
53247,Nordeste,CE,Fortaleza,0.0,0.0,1.0,0.0,1.0,17.766000000000002
53248,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53249,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,2.9939
53250,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,2.9610000000000003
53252,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53253,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53254,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,71.06400000000001
53255,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,9.870000000000001
53256,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53257,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.0
53258,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53259,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,2.0,19.740000000000002
53260,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53261,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.6744500000000001
53262,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,2.0,11.844000000000001
53263,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53264,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,3.0,17.766000000000002
53265,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53266,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53267,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53268,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,20.022
53269,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,11.844000000000001
53270,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,0.0,0.0
53271,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,1.1445
53272,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53273,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,0.0
53274,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53275,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53276,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53277,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,24.696000000000005
53278,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,2.0,71.06400000000001
53279,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53280,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,3.8150000000000004
53285,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53286,Nordeste,CE,Iguatu,1.0,45.0,3.0,0.0,2.0,7.630000000000001
53287,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,2.0,0.8400000000000001
53288,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,2.0,35.532000000000004
53289,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,0.0
53290,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53291,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53292,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53293,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,2.0,71.06400000000001
53294,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,2.0,35.532000000000004
53295,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,2.0,35.532000000000004
53298,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,0.22866666666666668
53299,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,8.883000000000001
53300,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,3.0,106.596
53301,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53302,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,2.0,71.06400000000001
53303,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53304,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,3.0,53.298
53305,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,3.0,53.298
53306,Nordeste,CE,Iguatu,1.0,45.0,2.0,0.0,1.0,35.532000000000004
53307,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53308,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,2.0,27.468000000000007
53309,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53311,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,7.630000000000001
53312,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53313,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53314,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53315,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53316,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53317,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53319,Norte,RR,Boa Vista,2.0,90.0,1.0,0.0,1.0,17.766000000000002
53320,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53321,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,11.844000000000001
53322,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53323,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53324,Norte,RR,Boa Vista,0.0,0.0,1.0,0.0,2.0,71.06400000000001
53325,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53326,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,106.596
53327,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53328,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53329,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,0.0,0.0
53330,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53331,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53332,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,0.0,0.0
53333,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,0.0,0.0
53334,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53335,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53336,Nordeste,CE,Iguatu,1.0,45.0,1.0,0.0,0.0,0.0
53337,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53338,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53339,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53340,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,47.376000000000005
53343,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,94.75200000000001
53344,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,3.0,53.298
53345,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,3.8150000000000004
53346,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,11.844000000000001
53349,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53350,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53351,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.2606916666666667
53352,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,0.0,0.0
53353,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,0.0,0.0
53354,Nordeste,CE,Fortaleza,0.0,0.0,1.0,0.0,0.0,0.0
53356,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.02391666666666667
53357,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,1.49695
53358,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,0.22825833333333334
53359,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,2.0580000000000003
53360,Nordeste,CE,Fortaleza,2.0,90.0,1.0,0.0,1.0,9.870000000000001
53362,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53363,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53364,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53365,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53366,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53367,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53369,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53370,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53371,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,4.0,1.316
53372,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53373,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,53.298
53374,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53380,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,17.766000000000002
53381,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,0.0,0.0
53382,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,4.0,86.292
53383,Nordeste,CE,Fortaleza,0.0,0.0,1.0,0.0,0.0,0.0
53384,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,5.922000000000001
53385,Nordeste,CE,Fortaleza,0.0,0.0,1.0,0.0,2.0,71.06400000000001
53387,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,8.232000000000001
53388,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,0.9375333333333336
53391,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53392,Norte,RR,Boa Vista,1.0,45.0,3.0,0.0,0.0,0.0
53393,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,3.0,38.79600000000001
53394,Nordeste,CE,Fortaleza,1.0,45.0,3.0,0.0,1.0,17.766000000000002
53395,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,1.0,17.766000000000002
53397,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53398,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,4.0,71.06400000000001
53399,Norte,RR,Boa Vista,1.0,45.0,1.0,0.0,0.0,0.0
53400,Nordeste,CE,Fortaleza,0.0,0.0,1.0,0.0,0.0,0.0
53401,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,1.49695
53402,Nordeste,CE,Fortaleza,0.0,0.0,1.0,0.0,0.0,0.0
53404,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
53405,Nordeste,CE,Fortaleza,1.0,45.0,2.0,0.0,1.0,35.532000000000004
53407,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,2.9610000000000003
53408,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,4.0,189.50400000000002
53409,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,2.0,35.532000000000004
53410,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,47.376000000000005
53411,Nordeste,CE,Fortaleza,1.0,45.0,1.0,0.0,1.0,35.532000000000004
