ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,kwh_categoria_refrigeracao
53232,Norte,RR,Boa Vista,1.0,45.0,45.0
53233,Norte,RR,Boa Vista,1.0,45.0,45.0
53234,Norte,RR,Boa Vista,1.0,45.0,45.0
53235,Norte,RR,Boa Vista,1.0,45.0,45.0
53237,Norte,RR,Boa Vista,1.0,45.0,45.0
53238,Norte,RR,Boa Vista,1.0,45.0,45.0
53239,Norte,RR,Boa Vista,1.0,45.0,45.0
53241,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53242,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53243,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53244,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53247,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53248,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53249,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53250,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53252,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53253,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53254,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53255,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53256,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53257,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53258,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53259,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53260,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53261,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53262,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53263,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53264,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53265,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53266,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53267,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53268,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53269,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53270,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53271,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53272,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53273,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53274,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53275,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53276,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53277,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53278,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53279,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53280,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53285,Nordeste,CE,Iguatu,1.0,45.0,45.0
53286,Nordeste,CE,Iguatu,1.0,45.0,45.0
53287,Nordeste,CE,Iguatu,1.0,45.0,45.0
53288,Nordeste,CE,Iguatu,1.0,45.0,45.0
53289,Nordeste,CE,Iguatu,1.0,45.0,45.0
53290,Nordeste,CE,Iguatu,1.0,45.0,45.0
53291,Nordeste,CE,Iguatu,1.0,45.0,45.0
53292,Nordeste,CE,Iguatu,1.0,45.0,45.0
53293,Nordeste,CE,Iguatu,1.0,45.0,45.0
53294,Nordeste,CE,Iguatu,1.0,45.0,45.0
53295,Nordeste,CE,Iguatu,1.0,45.0,45.0
53298,Norte,RR,Boa Vista,1.0,45.0,45.0
53299,Norte,RR,Boa Vista,1.0,45.0,45.0
53300,Nordeste,CE,Iguatu,1.0,45.0,45.0
53301,Nordeste,CE,Iguatu,1.0,45.0,45.0
53302,Nordeste,CE,Iguatu,1.0,45.0,45.0
53303,Nordeste,CE,Iguatu,1.0,45.0,45.0
53304,Nordeste,CE,Iguatu,1.0,45.0,45.0
53305,Nordeste,CE,Iguatu,1.0,45.0,45.0
53306,Nordeste,CE,Iguatu,1.0,45.0,45.0
53307,Nordeste,CE,Iguatu,1.0,45.0,45.0
53308,Nordeste,CE,Iguatu,1.0,45.0,45.0
53309,Norte,RR,Boa Vista,1.0,45.0,45.0
53311,Norte,RR,Boa Vista,1.0,45.0,45.0
53312,Norte,RR,Boa Vista,1.0,45.0,45.0
53313,Norte,RR,Boa Vista,1.0,45.0,45.0
53314,Norte,RR,Boa Vista,1.0,45.0,45.0
53315,Norte,RR,Boa Vista,1.0,45.0,45.0
53316,Norte,RR,Boa Vista,1.0,45.0,45.0
53317,Norte,RR,Boa Vista,1.0,45.0,45.0
53319,Norte,RR,Boa Vista,2.0,90.0,90.0
53320,Norte,RR,Boa Vista,1.0,45.0,45.0
53321,Norte,RR,Boa Vista,1.0,45.0,45.0
53322,Norte,RR,Boa Vista,1.0,45.0,45.0
53323,Norte,RR,Boa Vista,1.0,45.0,45.0
53324,Norte,RR,Boa Vista,0.0,0.0,0.0
53325,Norte,RR,Boa Vista,1.0,45.0,45.0
53326,Norte,RR,Boa Vista,1.0,45.0,45.0
53327,Nordeste,CE,Iguatu,1.0,45.0,45.0
53328,Nordeste,CE,Iguatu,1.0,45.0,45.0
53329,Nordeste,CE,Iguatu,1.0,45.0,45.0
53330,Nordeste,CE,Iguatu,1.0,45.0,45.0
53331,Nordeste,CE,Iguatu,1.0,45.0,45.0
53332,Nordeste,CE,Iguatu,1.0,45.0,45.0
53333,Nordeste,CE,Iguatu,1.0,45.0,45.0
53334,Nordeste,CE,Iguatu,1.0,45.0,45.0
53335,Nordeste,CE,Iguatu,1.0,45.0,45.0
53336,Nordeste,CE,Iguatu,1.0,45.0,45.0
53337,Norte,RR,Boa Vista,1.0,45.0,45.0
53338,Norte,RR,Boa Vista,1.0,45.0,45.0
53339,Norte,RR,Boa Vista,1.0,45.0,45.0
53340,Norte,RR,Boa Vista,1.0,45.0,45.0
53343,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53344,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53345,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53346,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53349,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53350,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53351,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53352,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53353,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53354,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53356,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53357,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53358,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53359,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53360,Nordeste,CE,Fortaleza,2.0,90.0,90.0
53362,Norte,RR,Boa Vista,1.0,45.0,45.0
53363,Norte,RR,Boa Vista,1.0,45.0,45.0
53364,Norte,RR,Boa Vista,1.0,45.0,45.0
53365,Norte,RR,Boa Vista,1.0,45.0,45.0
53366,Norte,RR,Boa Vista,1.0,45.0,45.0
53367,Norte,RR,Boa Vista,1.0,45.0,45.0
53369,Norte,RR,Boa Vista,1.0,45.0,45.0
53370,Norte,RR,Boa Vista,1.0,45.0,45.0
53371,Norte,RR,Boa Vista,1.0,45.0,45.0
53372,Norte,RR,Boa Vista,1.0,45.0,45.0
53373,Norte,RR,Boa Vista,1.0,45.0,45.0
53374,Norte,RR,Boa Vista,1.0,45.0,45.0
53380,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53381,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53382,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53383,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53384,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53385,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53387,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53388,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53391,Norte,RR,Boa Vista,1.0,45.0,45.0
53392,Norte,RR,Boa Vista,1.0,45.0,45.0
53393,Norte,RR,Boa Vista,1.0,45.0,45.0
53394,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53395,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53397,Norte,RR,Boa Vista,1.0,45.0,45.0
53398,Norte,RR,Boa Vista,1.0,45.0,45.0
53399,Norte,RR,Boa Vista,1.0,45.0,45.0
53400,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53401,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53402,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53404,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53405,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53407,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53408,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53409,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53410,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53411,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53412,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53413,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53414,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53415,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53416,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53417,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53418,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53419,Norte,RR,Boa Vista,1.0,45.0,45.0
53420,Norte,RR,Boa Vista,1.0,45.0,45.0
53421,Norte,RR,Boa Vista,1.0,45.0,45.0
53422,Norte,RR,Boa Vista,1.0,45.0,45.0
53423,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53424,Norte,RR,Boa Vista,1.0,45.0,45.0
53425,Norte,RR,Boa Vista,1.0,45.0,45.0
53426,Norte,RR,Boa Vista,1.0,45.0,45.0
53427,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53429,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53430,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53431,Nordeste,CE,Juazeiro do Norte,2.0,90.0,90.0
53432,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53433,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53434,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53435,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53436,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53437,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53438,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53439,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53445,Norte,RR,Boa Vista,1.0,45.0,45.0
53446,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53447,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53448,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53449,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53450,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53451,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53452,Nordeste,CE,Russas,0.0,0.0,0.0
53453,Nordeste,CE,Russas,1.0,45.0,45.0
53454,Nordeste,CE,Russas,1.0,45.0,45.0
53455,Nordeste,CE,Russas,1.0,45.0,45.0
53456,Nordeste,CE,Russas,1.0,45.0,45.0
53457,Nordeste,CE,Russas,1.0,45.0,45.0
53458,Nordeste,CE,Russas,1.0,45.0,45.0
53459,Nordeste,CE,Russas,1.0,45.0,45.0
53460,Nordeste,CE,Russas,1.0,45.0,45.0
53462,Norte,RR,Boa Vista,1.0,45.0,45.0
53463,Norte,RR,Boa Vista,1.0,45.0,45.0
53464,Nordeste,CE,Russas,1.0,45.0,45.0
53465,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53466,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53467,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53468,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53469,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53470,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53471,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53472,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53473,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53474,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53478,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53479,Nordeste,CE,Fortaleza,2.0,90.0,90.0
53481,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53482,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53483,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53484,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53485,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53486,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53487,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53488,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53489,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53490,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53491,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53492,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53493,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53494,Nordeste,CE,Fortaleza,2.0,90.0,90.0
53495,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53496,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53497,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53498,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53499,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53500,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53501,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53502,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53503,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53504,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53505,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53506,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53507,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53508,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53509,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53510,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53511,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53512,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53513,Nordeste,CE,Russas,1.0,45.0,45.0
53514,Nordeste,CE,Russas,1.0,45.0,45.0
53515,Nordeste,CE,Russas,1.0,45.0,45.0
53516,Nordeste,CE,Russas,1.0,45.0,45.0
53517,Nordeste,CE,Russas,1.0,45.0,45.0
53518,Nordeste,CE,Russas,1.0,45.0,45.0
53519,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53520,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53521,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53522,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53523,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53524,Nordeste,CE,Russas,1.0,45.0,45.0
53525,Nordeste,CE,Russas,1.0,45.0,45.0
53526,Nordeste,CE,Russas,1.0,45.0,45.0
53527,Nordeste,CE,Russas,1.0,45.0,45.0
53528,Nordeste,CE,Russas,1.0,45.0,45.0
53529,Nordeste,CE,Russas,1.0,45.0,45.0
53530,Nordeste,CE,Russas,1.0,45.0,45.0
53531,Nordeste,CE,Russas,1.0,45.0,45.0
53532,Nordeste,CE,Russas,1.0,45.0,45.0
53533,Nordeste,CE,Russas,1.0,45.0,45.0
53534,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53536,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53537,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53538,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53539,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53540,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53541,Nordeste,CE,Russas,1.0,45.0,45.0
53542,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53543,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53544,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53545,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53546,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53547,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53548,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53549,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53550,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53551,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53552,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53553,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53554,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53555,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53556,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53557,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53558,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53559,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53560,Nordeste,CE,Russas,0.0,0.0,0.0
53561,Nordeste,CE,Russas,1.0,45.0,45.0
53562,Nordeste,CE,Russas,1.0,45.0,45.0
53563,Nordeste,CE,Russas,1.0,45.0,45.0
53564,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53565,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53566,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53567,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53576,Norte,RR,Rorainópolis,1.0,45.0,45.0
53577,Nordeste,CE,Russas,1.0,45.0,45.0
53578,Nordeste,CE,Russas,1.0,45.0,45.0
53579,Nordeste,CE,Russas,1.0,45.0,45.0
53580,Nordeste,CE,Russas,1.0,45.0,45.0
53581,Nordeste,CE,Russas,1.0,45.0,45.0
53582,Nordeste,CE,Russas,1.0,45.0,45.0
53583,Norte,RR,Rorainópolis,2.0,90.0,90.0
53584,Norte,RR,Rorainópolis,1.0,45.0,45.0
53585,Nordeste,CE,Russas,1.0,45.0,45.0
53586,Nordeste,CE,Russas,0.0,0.0,0.0
53587,Nordeste,CE,Russas,2.0,90.0,90.0
53588,Nordeste,CE,Russas,1.0,45.0,45.0
53589,Nordeste,CE,Russas,1.0,45.0,45.0
53590,Norte,RR,Rorainópolis,1.0,45.0,45.0
53591,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53592,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53593,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53594,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53595,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53596,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53599,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53600,Norte,RR,Rorainópolis,1.0,45.0,45.0
53601,Norte,RR,Rorainópolis,2.0,90.0,90.0
53602,Norte,RR,Rorainópolis,1.0,45.0,45.0
53603,Norte,RR,Rorainópolis,1.0,45.0,45.0
53604,Norte,RR,Rorainópolis,2.0,90.0,90.0
53605,Norte,RR,Rorainópolis,1.0,45.0,45.0
53606,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53607,Nordeste,CE,Fortaleza,0.0,0.0,0.0
53608,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53609,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53610,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53611,Norte,RR,Rorainópolis,1.0,45.0,45.0
53612,Norte,RR,Rorainópolis,1.0,45.0,45.0
53613,Norte,RR,Rorainópolis,1.0,45.0,45.0
53614,Norte,RR,Rorainópolis,1.0,45.0,45.0
53615,Norte,RR,Rorainópolis,0.0,0.0,0.0
53616,Norte,RR,Rorainópolis,0.0,0.0,0.0
53617,Norte,RR,Rorainópolis,1.0,45.0,45.0
53618,Norte,RR,Rorainópolis,1.0,45.0,45.0
53619,Norte,RR,Rorainópolis,1.0,45.0,45.0
53620,Norte,RR,Rorainópolis,1.0,45.0,45.0
53621,Norte,RR,Rorainópolis,1.0,45.0,45.0
53622,Norte,RR,Rorainópolis,1.0,45.0,45.0
53623,Norte,RR,Rorainópolis,1.0,45.0,45.0
53624,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53625,Nordeste,CE,Itapipoca,2.0,90.0,90.0
53626,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53627,Nordeste,CE,Itapipoca,0.0,0.0,0.0
53628,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53629,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53630,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53631,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53632,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53633,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53634,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53636,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53637,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53638,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53639,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53640,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53641,Norte,RR,Rorainópolis,1.0,45.0,45.0
53642,Norte,RR,Rorainópolis,1.0,45.0,45.0
53643,Norte,RR,Rorainópolis,1.0,45.0,45.0
53644,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53645,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53646,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53647,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53648,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53649,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53650,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53651,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53652,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53653,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53654,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53655,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53656,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53657,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53658,Norte,RR,Rorainópolis,1.0,45.0,45.0
53659,Norte,RR,Rorainópolis,1.0,45.0,45.0
53660,Norte,RR,Rorainópolis,2.0,90.0,90.0
53661,Norte,RR,Rorainópolis,1.0,45.0,45.0
53662,Norte,RR,Rorainópolis,1.0,45.0,45.0
53663,Norte,RR,Rorainópolis,0.0,0.0,0.0
53664,Norte,RR,Rorainópolis,0.0,0.0,0.0
53665,Norte,RR,Rorainópolis,0.0,0.0,0.0
53666,Norte,RR,Rorainópolis,0.0,0.0,0.0
53667,Norte,RR,Rorainópolis,0.0,0.0,0.0
53668,Norte,RR,Rorainópolis,0.0,0.0,0.0
53669,Norte,RR,Rorainópolis,1.0,45.0,45.0
53670,Norte,RR,Rorainópolis,0.0,0.0,0.0
53671,Norte,RR,Rorainópolis,1.0,45.0,45.0
53672,Norte,RR,Rorainópolis,1.0,45.0,45.0
53673,Norte,RR,Rorainópolis,1.0,45.0,45.0
53675,Norte,RR,Rorainópolis,1.0,45.0,45.0
53676,Norte,RR,Rorainópolis,2.0,90.0,90.0
53677,Norte,RR,Rorainópolis,1.0,45.0,45.0
53678,Norte,RR,Rorainópolis,1.0,45.0,45.0
53679,Norte,RR,Rorainópolis,1.0,45.0,45.0
53680,Norte,RR,Rorainópolis,1.0,45.0,45.0
53681,Norte,RR,Rorainópolis,1.0,45.0,45.0
53682,Norte,RR,Rorainópolis,1.0,45.0,45.0
53683,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53684,Norte,RR,Rorainópolis,1.0,45.0,45.0
53685,Norte,RR,Rorainópolis,1.0,45.0,45.0
53686,Norte,RR,Rorainópolis,1.0,45.0,45.0
53688,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53689,Nordeste,CE,Itapipoca,2.0,90.0,90.0
53690,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53691,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53692,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53693,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53694,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53696,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53697,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53698,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53699,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53700,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53701,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53702,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53703,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53704,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53705,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53706,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53708,Norte,RR,Rorainópolis,1.0,45.0,45.0
53709,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53710,Nordeste,CE,Fortaleza,2.0,90.0,90.0
53711,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53712,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53713,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53714,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53716,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53717,Nordeste,CE,Fortaleza,1.0,45.0,45.0
53718,Norte,RR,Rorainópolis,1.0,45.0,45.0
53719,Norte,RR,Rorainópolis,1.0,45.0,45.0
53720,Norte,RR,Rorainópolis,1.0,45.0,45.0
53721,Norte,RR,Rorainópolis,1.0,45.0,45.0
53722,Norte,RR,Rorainópolis,1.0,45.0,45.0
53723,Norte,RR,Rorainópolis,1.0,45.0,45.0
53724,Norte,RR,Rorainópolis,1.0,45.0,45.0
53725,Norte,RR,Rorainópolis,1.0,45.0,45.0
53726,Norte,RR,Rorainópolis,1.0,45.0,45.0
53727,Norte,RR,Rorainópolis,1.0,45.0,45.0
53728,Norte,RR,Rorainópolis,2.0,90.0,90.0
53729,Norte,RR,Rorainópolis,1.0,45.0,45.0
53730,Norte,RR,Rorainópolis,1.0,45.0,45.0
53731,Norte,RR,Rorainópolis,1.0,45.0,45.0
53732,Norte,RR,Rorainópolis,1.0,45.0,45.0
53733,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53734,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53735,Nordeste,CE,Itapipoca,1.0,45.0,45.0
53736,Norte,RR,Rorainópolis,1.0,45.0,45.0
53737,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53738,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53739,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53740,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53741,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53742,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
53743,Nordeste,CE,Juazeiro do Norte,1.0,45.0,45.0
