entrevista,regiao,uf,municipio,uso_horario_pico,horas_alto_consumo,consumo_total_kwh_mes,valor_estimado_conta_reais,produtos_maior_consumo,categoria_maior_consumo,quantidade_equipamentos,tipo_imovel
71794,Sul,RS,Porto Alegre,True,3.9,333.23,249.92,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,14,Comercio
71795,Centro-Oeste,MS,Campo Grande,False,2.1,218.42,163.82,Ventilador|Geladeira|Ar-condicionado,Climatização,23,Apartamento
71796,Centro-Oeste,MS,Campo Grande,False,4.5,156.36,117.27,Geladeira|Ferro de Passar|Ventilador,Refrigeração,16,Casa
71797,Centro-Oeste,MS,Campo Grande,False,11.2,237.25,177.94,TV|Geladeira|Chuveiro Elétrico,Tecnologia,18,Casa
71798,Centro-Oeste,MS,Campo Grande,False,10.0,1001.47,751.1,Chuveiro Elétrico|Notebook|Ventilador,Eletrodomésticos,35,Comercio
71799,Centro-Oeste,MS,Campo Grande,False,11.4,303.21,227.41,Ventilador|Geladeira|TV,Climatização,24,Comercio
71800,Centro-Oeste,MS,Campo Grande,False,6.5,136.79,102.59,Geladeira|Freezer|TV,Refrigeração,14,Casa
71801,Centro-Oeste,MS,Campo Grande,False,9.5,189.28,141.96,Ventilador|Geladeira|Chuveiro Elétrico,Climatização,13,Apartamento
71802,Sul,RS,Porto Alegre,True,11.9,395.2,296.4,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,12,Apartamento
71803,Sul,RS,Porto Alegre,True,10.0,421.23,315.92,Chuveiro Elétrico|Forno Elétrico|Lâmpada Incandescente,Eletrodomésticos,17,Casa
71804,Sul,RS,Porto Alegre,True,8.9,690.16,517.62,Chuveiro Elétrico|Lâmpada Incandescente|Secador de Cabelo,Eletrodomésticos,16,Comercio
71805,Sul,RS,Porto Alegre,False,9.0,229.64,172.23,Lâmpada Incandescente|Chuveiro Elétrico|Geladeira,Iluminação,13,Casa
71806,Sul,RS,Porto Alegre,True,5.8,320.07,240.05,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,13,Apartamento
71807,Sul,RS,Porto Alegre,True,2.9,268.43,201.32,Lâmpada Incandescente|Chuveiro Elétrico|Geladeira,Iluminação,14,Apartamento
71808,Sul,RS,Porto Alegre,True,2.8,366.99,275.24,Chuveiro Elétrico|Lâmpada Incandescente|Ventilador de Teto,Eletrodomésticos,12,Casa
71809,Sudeste,RJ,Duque de Caxias,True,3.1,55.87,41.9,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,11,Casa
71810,Sudeste,RJ,Duque de Caxias,False,1.8,115.86,86.9,Geladeira|Chuveiro Elétrico|Lâmpada Incandescente,Refrigeração,13,Casa
71811,Sudeste,RJ,Duque de Caxias,True,2.9,131.84,98.88,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,16,Apartamento
71812,Sudeste,RJ,Duque de Caxias,False,3.4,53.82,40.36,Geladeira|Lâmpada Fluorescente|Ferro de Passar,Refrigeração,10,Casa
71814,Sudeste,RJ,Duque de Caxias,False,1.7,240.12,180.09,Chuveiro Elétrico|Geladeira|Forno Elétrico,Eletrodomésticos,24,Apartamento
71815,Sudeste,RJ,Duque de Caxias,False,8.9,212.45,159.34,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,41,Casa
71816,Sudeste,RJ,Duque de Caxias,False,9.3,804.15,603.11,Chuveiro Elétrico|Forno Elétrico|Lava-louças,Eletrodomésticos,36,Apartamento
71817,Sudeste,SP,Ribeirão Preto,False,0.4,146.77,110.08,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,16,Casa
71818,Sudeste,SP,Ribeirão Preto,True,7.2,47.95,35.96,Lâmpada Incandescente|Chuveiro Elétrico|Lâmpada Fluorescente,Iluminação,13,Apartamento
71819,Sudeste,SP,Ribeirão Preto,False,4.6,237.39,178.04,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,23,Casa
71820,Sudeste,SP,Ribeirão Preto,False,8.0,214.01,160.51,Bebedouro|Geladeira|Freezer,Refrigeração,28,Comercio
71821,Sudeste,SP,Ribeirão Preto,True,5.2,267.66,200.74,Chuveiro Elétrico|Bebedouro|Geladeira,Eletrodomésticos,29,Apartamento
71822,Sudeste,SP,Ribeirão Preto,False,5.5,296.71,222.53,Chuveiro Elétrico|Bebedouro|Geladeira,Eletrodomésticos,35,Casa
71823,Sudeste,SP,Ribeirão Preto,True,5.5,182.96,137.22,Bebedouro|Geladeira|Ventilador,Refrigeração,23,Apartamento
71824,Sudeste,SP,Ribeirão Preto,True,8.4,173.43,130.07,Chuveiro Elétrico|Geladeira|Ventilador de Teto,Eletrodomésticos,22,Casa
71825,Sudeste,SP,Ribeirão Preto,False,8.6,154.77,116.08,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,23,Apartamento
71826,Sudeste,SP,Ribeirão Preto,True,11.3,151.48,113.61,Ventilador de Teto|Geladeira|Lâmpada Incandescente,Climatização,19,Casa
71827,Sudeste,SP,Santos,True,1.2,166.69,125.02,Geladeira|Fogão Elétrico|Roteador Wi-Fi,Refrigeração,32,Casa
71828,Sudeste,SP,Itanhaém,True,11.4,338.59,253.94,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,36,Apartamento
71829,Sudeste,SP,Itanhaém,True,4.9,308.17,231.13,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,15,Apartamento
71830,Sudeste,SP,Itanhaém,False,6.4,311.32,233.49,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,21,Casa
71831,Centro-Oeste,MT,Rondonópolis,False,10.8,157.11,117.83,Ventilador|Geladeira|TV,Climatização,16,Comercio
71832,Centro-Oeste,MT,Rondonópolis,False,3.8,505.12,378.84,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,22,Apartamento
71833,Centro-Oeste,MT,Rondonópolis,False,0.3,242.44,181.83,Ventilador|TV|Geladeira,Climatização,20,Comercio
71834,Centro-Oeste,MT,Rondonópolis,False,0.8,601.51,451.13,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,27,Comercio
71835,Centro-Oeste,MT,Rondonópolis,False,2.0,86.0,64.5,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Casa
71836,Centro-Oeste,MT,Rondonópolis,False,4.2,299.02,224.26,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,22,Casa
71837,Centro-Oeste,MT,Rondonópolis,False,2.8,119.85,89.89,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,12,Casa
71838,Centro-Oeste,MT,Rondonópolis,True,3.7,405.53,304.15,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,24,Apartamento
71839,Centro-Oeste,MT,Rondonópolis,False,9.1,1005.79,754.34,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,32,Casa
71840,Centro-Oeste,MT,Rondonópolis,True,10.9,173.89,130.42,Ventilador|Geladeira|TV,Climatização,19,Casa
71841,Centro-Oeste,MT,Rondonópolis,True,11.7,152.18,114.14,Geladeira|TV|Ventilador,Refrigeração,21,Casa
71842,Sul,RS,Porto Alegre,False,9.3,566.65,424.99,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,17,Apartamento
71843,Sul,RS,Porto Alegre,True,8.7,498.7,374.02,Portão Elétrico|Fogão Elétrico|Chuveiro Elétrico,Serviços,19,Comercio
71844,Sul,RS,Porto Alegre,False,4.8,694.2,520.65,Portão Elétrico|Chuveiro Elétrico|Lâmpada Incandescente,Serviços,18,Casa
71845,Sul,RS,Porto Alegre,True,11.6,702.93,527.2,Chuveiro Elétrico|Portão Elétrico|Cafeteira Elétrica,Eletrodomésticos,18,Casa
71846,Sul,RS,Porto Alegre,True,6.7,443.82,332.86,Portão Elétrico|Fogão Elétrico|Chuveiro Elétrico,Serviços,20,Comercio
71847,Sul,RS,Porto Alegre,True,4.6,458.52,343.89,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,14,Apartamento
71848,Sul,RS,Porto Alegre,True,12.0,354.34,265.76,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,19,Casa
71849,Sul,RS,Porto Alegre,False,6.9,267.4,200.55,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,12,Casa
71850,Sul,RS,Porto Alegre,True,1.9,184.14,138.1,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,15,Casa
71851,Sul,RS,Porto Alegre,False,2.2,318.92,239.19,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,16,Casa
71852,Centro-Oeste,MS,Campo Grande,True,5.7,34.9,26.17,TV|Chuveiro Elétrico|Roteador Wi-Fi,Tecnologia,13,Comercio
71853,Centro-Oeste,MS,Campo Grande,False,7.3,29.25,21.94,Chuveiro Elétrico|Lâmpada Fluorescente|Liquidificador,Eletrodomésticos,8,Apartamento
71854,Centro-Oeste,MT,Rondonópolis,True,4.9,171.46,128.6,Ventilador|Geladeira|Micro-ondas,Climatização,14,Apartamento
71856,Centro-Oeste,MT,Rondonópolis,False,11.2,131.48,98.61,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,13,Casa
71857,Centro-Oeste,MT,Rondonópolis,False,11.0,171.55,128.66,Ventilador|Geladeira|TV,Climatização,16,Apartamento
71858,Centro-Oeste,MT,Rondonópolis,True,10.3,203.76,152.82,Ventilador|Geladeira|TV,Climatização,18,Apartamento
71859,Centro-Oeste,MT,Rondonópolis,False,0.8,171.99,128.99,Ventilador|Geladeira|TV,Climatização,17,Casa
71860,Centro-Oeste,MT,Rondonópolis,False,0.8,192.44,144.33,TV|Ventilador|Geladeira,Tecnologia,16,Apartamento
71861,Sul,RS,Porto Alegre,True,7.2,378.99,284.24,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,15,Apartamento
71862,Sul,RS,Porto Alegre,False,11.3,225.31,168.98,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,17,Apartamento
71863,Sul,RS,Porto Alegre,True,9.5,658.1,493.58,Chuveiro Elétrico|Forno Elétrico|Ventilador,Eletrodomésticos,19,Casa
71864,Sul,RS,Porto Alegre,True,6.1,698.57,523.93,Chuveiro Elétrico|Lâmpada Incandescente|Forno Elétrico,Eletrodomésticos,19,Apartamento
71865,Sudeste,SP,Campinas,True,6.0,117.11,87.83,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,8,Casa
71866,Sudeste,SP,Campinas,True,0.1,116.36,87.27,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,8,Comercio
71867,Sudeste,SP,Campinas,False,2.0,62.53,46.9,Geladeira|TV|Micro-ondas,Refrigeração,10,Apartamento
71868,Sudeste,SP,Campinas,False,8.4,190.88,143.16,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,13,Apartamento
71869,Sudeste,SP,Campinas,True,3.7,190.16,142.62,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,12,Comercio
71870,Centro-Oeste,MT,Rondonópolis,True,2.5,136.78,102.58,Geladeira|Ventilador|TV,Refrigeração,15,Casa
71871,Centro-Oeste,MT,Rondonópolis,True,8.5,179.19,134.39,Ventilador|Geladeira|TV,Climatização,20,Casa
71872,Sul,RS,Porto Alegre,False,10.8,735.9,551.92,Chuveiro Elétrico|Forno Elétrico|TV,Eletrodomésticos,18,Comercio
71873,Sul,RS,Porto Alegre,False,4.7,356.81,267.61,Chuveiro Elétrico|Forno Elétrico|Secador de Cabelo,Eletrodomésticos,18,Casa
71874,Sul,RS,Porto Alegre,True,10.0,408.27,306.2,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,14,Apartamento
71875,Sudeste,SP,Ribeirão Preto,False,6.7,170.28,127.71,Chuveiro Elétrico|Geladeira|Ventilador de Teto,Eletrodomésticos,19,Comercio
71876,Sudeste,SP,Ribeirão Preto,True,10.8,197.83,148.37,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,19,Apartamento
71877,Sudeste,SP,Ribeirão Preto,True,1.3,465.3,348.98,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,26,Comercio
71878,Sudeste,SP,Ribeirão Preto,True,3.1,112.57,84.43,Geladeira|Chuveiro Elétrico|Ventilador de Teto,Refrigeração,28,Casa
71879,Sudeste,SP,Ribeirão Preto,True,2.8,182.75,137.06,Bebedouro|Geladeira|Lâmpada Incandescente,Refrigeração,21,Apartamento
71880,Sudeste,SP,Ribeirão Preto,False,2.5,119.1,89.32,Geladeira|Lâmpada Incandescente|Ventilador,Refrigeração,19,Comercio
71881,Sul,RS,Porto Alegre,False,6.3,557.1,417.83,Chuveiro Elétrico|Ventilador de Teto|Computador Desktop,Eletrodomésticos,18,Apartamento
71882,Sul,RS,Porto Alegre,True,5.2,302.35,226.76,Ventilador|Chuveiro Elétrico|Geladeira,Climatização,15,Apartamento
71883,Centro-Oeste,MT,Rondonópolis,True,5.4,86.56,64.92,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,14,Comercio
71884,Centro-Oeste,MT,Rondonópolis,False,4.5,94.43,70.82,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,13,Apartamento
71885,Centro-Oeste,MT,Rondonópolis,False,4.5,223.09,167.32,Ventilador|Chuveiro Elétrico|Geladeira,Climatização,19,Casa
71886,Centro-Oeste,MT,Rondonópolis,True,8.1,199.62,149.72,Ventilador|Geladeira|TV,Climatização,19,Casa
71887,Centro-Oeste,MT,Rondonópolis,True,0.6,163.59,122.69,Ventilador|Geladeira|TV,Climatização,14,Comercio
71888,Centro-Oeste,MT,Rondonópolis,False,5.4,201.31,150.98,Ventilador|TV|Geladeira,Climatização,15,Apartamento
71889,Centro-Oeste,MT,Rondonópolis,False,2.5,609.15,456.86,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,28,Casa
71890,Centro-Oeste,MT,Rondonópolis,False,9.9,168.89,126.67,Ventilador|Geladeira|Freezer,Climatização,18,Apartamento
71891,Centro-Oeste,MT,Rondonópolis,True,0.7,157.42,118.06,Ventilador|Geladeira|TV,Climatização,13,Comercio
71892,Centro-Oeste,MT,Rondonópolis,True,7.8,122.34,91.76,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,10,Casa
71893,Centro-Oeste,DF,Brasília,True,9.6,77.44,58.08,Geladeira|Chuveiro Elétrico|Lâmpada Incandescente,Refrigeração,8,Casa
71894,Centro-Oeste,DF,Brasília,False,6.5,407.53,305.65,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,12,Apartamento
71895,Centro-Oeste,DF,Brasília,False,9.8,186.18,139.64,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,7,Apartamento
71896,Centro-Oeste,DF,Brasília,True,9.1,56.08,42.06,Chuveiro Elétrico|Lâmpada LED|N/A,Eletrodomésticos,4,Casa
71897,Centro-Oeste,DF,Brasília,False,7.4,279.51,209.63,Chuveiro Elétrico|Lâmpada Fluorescente|Micro-ondas,Eletrodomésticos,11,Casa
71898,Centro-Oeste,DF,Brasília,False,8.6,94.52,70.89,Geladeira|Chuveiro Elétrico|Lâmpada Incandescente,Refrigeração,7,Comercio
71899,Centro-Oeste,DF,Brasília,False,6.8,198.21,148.66,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,16,Casa
71900,Centro-Oeste,DF,Brasília,True,3.5,180.97,135.73,Chuveiro Elétrico|Lâmpada Incandescente|Liquidificador,Eletrodomésticos,8,Apartamento
71901,Centro-Oeste,DF,Brasília,False,10.0,47.18,35.38,Chuveiro Elétrico|Lâmpada Incandescente|Lâmpada Fluorescente,Eletrodomésticos,5,Apartamento
71902,Centro-Oeste,DF,Brasília,True,7.9,181.93,136.45,Chuveiro Elétrico|Lâmpada Incandescente|Lâmpada Fluorescente,Eletrodomésticos,11,Apartamento
71903,Sudeste,MG,Uberlândia,True,4.0,249.08,186.81,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,19,Apartamento
71904,Sudeste,MG,Uberlândia,False,8.1,242.58,181.94,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,24,Apartamento
71906,Sudeste,MG,Uberlândia,True,5.5,199.1,149.32,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,12,Casa
71907,Sudeste,MG,Uberlândia,False,2.4,270.43,202.82,Ventilador|TV|Bebedouro,Climatização,29,Apartamento
71908,Sudeste,MG,Uberlândia,True,8.0,1254.64,940.98,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,29,Apartamento
71909,Sudeste,MG,Uberlândia,False,11.3,180.7,135.52,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,14,Casa
71911,Sudeste,SP,Ribeirão Preto,True,10.3,196.33,147.25,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,21,Comercio
71912,Sudeste,SP,Ribeirão Preto,False,3.6,215.03,161.27,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,22,Casa
71913,Sudeste,SP,Ribeirão Preto,False,3.0,83.81,62.86,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,11,Apartamento
71914,Sudeste,SP,Ribeirão Preto,False,11.6,72.21,54.16,Geladeira|Lâmpada Fluorescente|Chuveiro Elétrico,Refrigeração,17,Casa
71915,Sudeste,SP,Ribeirão Preto,True,8.0,218.46,163.84,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,22,Casa
71917,Sudeste,MG,Uberlândia,True,7.8,103.25,77.44,Geladeira|Chuveiro Elétrico|Roteador Wi-Fi,Refrigeração,8,Comercio
71918,Sudeste,MG,Uberlândia,False,2.3,115.87,86.9,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,12,Apartamento
71919,Centro-Oeste,MS,Campo Grande,True,10.5,141.86,106.4,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,20,Casa
71920,Centro-Oeste,MS,Campo Grande,False,9.3,195.18,146.38,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,21,Apartamento
71921,Centro-Oeste,MS,Campo Grande,True,2.6,195.35,146.51,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,17,Apartamento
71922,Centro-Oeste,MS,Campo Grande,False,2.2,228.09,171.07,Chuveiro Elétrico|TV|Geladeira,Eletrodomésticos,27,Casa
71923,Centro-Oeste,MS,Campo Grande,False,10.6,313.86,235.4,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,20,Apartamento
71924,Centro-Oeste,MS,Campo Grande,False,10.3,354.28,265.71,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,31,Apartamento
71925,Centro-Oeste,MS,Campo Grande,True,8.6,169.53,127.15,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,20,Apartamento
71926,Centro-Oeste,MS,Campo Grande,True,11.9,82.14,61.6,Geladeira|Chuveiro Elétrico|Lâmpada LED,Refrigeração,22,Apartamento
71927,Centro-Oeste,MS,Campo Grande,False,3.5,170.98,128.23,Geladeira|Chuveiro Elétrico|Ventilador de Teto,Refrigeração,29,Casa
71928,Centro-Oeste,MS,Campo Grande,True,4.2,210.58,157.94,Ventilador|Geladeira|TV,Climatização,19,Apartamento
71929,Centro-Oeste,MS,Campo Grande,True,5.7,727.0,545.25,Ar-condicionado|Ar-condicionado Split|Ventilador de Teto,Climatização,28,Apartamento
71930,Centro-Oeste,MS,Campo Grande,False,0.0,153.47,115.1,Geladeira|Ventilador|TV,Refrigeração,28,Apartamento
71931,Centro-Oeste,MS,Campo Grande,False,1.3,210.03,157.52,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,29,Casa
71932,Sul,RS,Porto Alegre,False,8.6,366.62,274.97,Chuveiro Elétrico|Cafeteira Elétrica|Geladeira,Eletrodomésticos,21,Comercio
71933,Sul,RS,Porto Alegre,False,4.1,606.91,455.18,Chuveiro Elétrico|Cafeteira Elétrica|Geladeira,Eletrodomésticos,21,Casa
71934,Sul,RS,Porto Alegre,True,2.5,644.22,483.16,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,21,Casa
71935,Sul,RS,Porto Alegre,True,10.0,325.25,243.94,Chuveiro Elétrico|Ventilador de Teto|Cafeteira Elétrica,Eletrodomésticos,18,Casa
71936,Sul,RS,Porto Alegre,False,7.3,409.68,307.26,Ventilador de Teto|Cafeteira Elétrica|Ferro de Passar,Climatização,22,Casa
71937,Sul,RS,Porto Alegre,True,11.0,735.48,551.61,Forno Elétrico|Chuveiro Elétrico|Ventilador de Teto,Eletrodomésticos,26,Comercio
71938,Sul,RS,Porto Alegre,False,6.2,324.93,243.7,Chuveiro Elétrico|Cafeteira Elétrica|Geladeira,Eletrodomésticos,18,Comercio
71939,Sul,RS,Porto Alegre,False,5.7,360.33,270.25,Chuveiro Elétrico|Ventilador de Teto|Geladeira,Eletrodomésticos,17,Apartamento
71940,Sul,RS,Porto Alegre,True,1.0,475.94,356.96,Chuveiro Elétrico|Ventilador de Teto|Geladeira,Eletrodomésticos,26,Casa
71941,Sul,RS,Porto Alegre,True,6.8,419.55,314.66,Chuveiro Elétrico|Ventilador|Forno Elétrico,Eletrodomésticos,20,Apartamento
71943,Norte,PA,Santarém,True,9.2,171.26,128.44,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,17,Casa
71944,Norte,PA,Santarém,False,7.9,501.31,375.98,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,29,Apartamento
71946,Norte,PA,Santarém,True,5.2,192.33,144.25,Ventilador|TV|Geladeira,Climatização,20,Apartamento
71947,Norte,PA,Santarém,False,9.2,423.42,317.56,Ar-condicionado|Ar-condicionado Split|Bebedouro,Climatização,22,Apartamento
71948,Norte,PA,Santarém,False,0.2,181.05,135.79,TV|Ventilador|Geladeira,Tecnologia,17,Casa
71949,Norte,PA,Santarém,True,9.7,106.98,80.24,Geladeira|Ventilador|TV,Refrigeração,11,Casa
71951,Norte,PA,Santarém,False,10.6,97.38,73.04,Geladeira|TV|Ventilador,Refrigeração,18,Comercio
71952,Norte,PA,Santarém,False,6.9,99.02,74.26,Geladeira|Ventilador|TV,Refrigeração,18,Comercio
71953,Norte,PA,Santarém,False,0.8,138.41,103.81,TV|Geladeira|Ventilador,Tecnologia,16,Comercio
71954,Norte,PA,Santarém,True,3.7,63.04,47.28,Geladeira|TV|Lâmpada LED,Refrigeração,10,Apartamento
71955,Norte,PA,Santarém,False,11.7,396.29,297.22,Ar-condicionado|Ar-condicionado Split|Freezer,Climatização,26,Casa
71956,Norte,PA,Santarém,True,4.7,130.32,97.74,Ventilador|Geladeira|TV,Climatização,13,Casa
71957,Norte,PA,Santarém,True,2.5,94.83,71.12,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,15,Casa
71958,Norte,PA,Santarém,False,10.5,93.06,69.8,Geladeira|Ventilador de Teto|TV,Refrigeração,14,Apartamento
71959,Norte,PA,Santarém,True,3.9,421.58,316.18,Ar-condicionado|Ar-condicionado Split|Bebedouro,Climatização,21,Comercio
71960,Norte,PA,Santarém,False,4.0,150.58,112.94,Geladeira|Freezer|Ventilador,Refrigeração,20,Comercio
71961,Norte,PA,Santarém,True,2.5,738.29,553.72,Ar-condicionado|Ar-condicionado Split|Bebedouro,Climatização,33,Casa
71962,Norte,PA,Santarém,False,11.9,164.79,123.59,Ventilador|Geladeira|TV,Climatização,20,Comercio
71963,Norte,PA,Santarém,True,9.3,498.39,373.79,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,27,Casa
71964,Sudeste,MG,Uberlândia,False,3.9,377.72,283.29,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,20,Comercio
71965,Sudeste,MG,Uberlândia,True,3.8,118.1,88.57,TV|Geladeira|Lâmpada LED,Tecnologia,19,Apartamento
71966,Sudeste,MG,Uberlândia,False,6.9,207.96,155.97,Chuveiro Elétrico|TV|Geladeira,Eletrodomésticos,15,Casa
71967,Sudeste,MG,Uberlândia,False,7.1,139.44,104.58,TV|Geladeira|Lâmpada Incandescente,Tecnologia,12,Casa
71968,Sudeste,MG,Uberlândia,False,4.0,106.47,79.85,Geladeira|TV|Ventilador,Refrigeração,13,Casa
71969,Centro-Oeste,MS,Dourados,True,0.8,190.86,143.15,Chuveiro Elétrico|Geladeira|Ferro de Passar,Eletrodomésticos,18,Casa
71970,Sudeste,SP,Campinas,True,1.7,194.55,145.91,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,22,Casa
71971,Sudeste,SP,Campinas,True,10.7,247.11,185.33,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,18,Casa
71972,Sudeste,SP,Itanhaém,True,3.1,146.52,109.89,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,8,Apartamento
71973,Centro-Oeste,MS,Dourados,False,5.0,200.99,150.74,Chuveiro Elétrico|Geladeira|Ferro de Passar,Eletrodomésticos,17,Apartamento
71974,Centro-Oeste,MS,Dourados,True,8.0,331.82,248.86,Chuveiro Elétrico|Geladeira|Ferro de Passar,Eletrodomésticos,18,Casa
71975,Sudeste,SP,Campinas,False,7.0,154.24,115.68,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,17,Comercio
71978,Sudeste,SP,Campinas,True,8.2,304.07,228.05,Chuveiro Elétrico|TV|Geladeira,Eletrodomésticos,24,Apartamento
71979,Sudeste,SP,Campinas,False,11.6,261.21,195.91,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,21,Casa
71980,Sudeste,SP,Campinas,True,2.1,313.85,235.39,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,29,Casa
71981,Sudeste,SP,Campinas,False,6.5,291.03,218.27,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,22,Apartamento
71982,Sudeste,SP,Campinas,False,1.8,277.33,208.0,Secador de Cabelo|Chuveiro Elétrico|Geladeira,Eletrodomésticos,19,Comercio
71984,Sudeste,SP,Campinas,True,10.3,177.07,132.8,Geladeira|TV|Freezer,Refrigeração,22,Casa
71985,Sudeste,SP,Campinas,False,8.8,267.16,200.37,TV|Chuveiro Elétrico|Geladeira,Tecnologia,21,Apartamento
71993,Sul,RS,Porto Alegre,True,2.1,861.22,645.92,Chuveiro Elétrico|Ventilador de Teto|Computador Desktop,Eletrodomésticos,19,Casa
71994,Sul,RS,Porto Alegre,True,3.1,673.02,504.76,Chuveiro Elétrico|Ventilador de Teto|Secador de Cabelo,Eletrodomésticos,20,Comercio
71995,Sul,RS,Porto Alegre,True,8.4,393.67,295.25,Cafeteira Elétrica|Chuveiro Elétrico|Secador de Cabelo,Eletrodomésticos,22,Apartamento
71996,Sul,RS,Porto Alegre,True,8.5,496.16,372.12,Chuveiro Elétrico|Ventilador de Teto|TV,Eletrodomésticos,17,Comercio
71997,Sul,RS,Porto Alegre,False,6.6,627.55,470.66,Cafeteira Elétrica|Secador de Cabelo|Chuveiro Elétrico,Eletrodomésticos,17,Casa
71998,Sul,RS,Porto Alegre,True,6.2,953.9,715.42,Chuveiro Elétrico|Ventilador|Computador Desktop,Eletrodomésticos,21,Casa
71999,Sul,RS,Porto Alegre,True,3.3,552.81,414.61,Chuveiro Elétrico|Ventilador de Teto|Ferro de Passar,Eletrodomésticos,20,Apartamento
72000,Sul,RS,Porto Alegre,False,5.5,258.38,193.78,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,14,Casa
