entrevista,regiao,uf,municipio,uso_horario_pico,horas_alto_consumo,consumo_total_kwh_mes,valor_estimado_conta_reais,produtos_maior_consumo,categoria_maior_consumo,quantidade_equipamentos,tipo_imovel,categoria
59881,Nordeste,PE,Jaboatão dos Guararapes,0,11.3,110.15,82.61,Geladeira|Lâmpada Fluorescente|TV,Refrigeração,11,Casa,Mediano
59882,Nordeste,PE,Jaboatão dos Guararapes,1,0.7,110.21,82.66,Geladeira|Ventilador|TV,Refrigeração,14,Apartamento,Mediano
59883,Nordeste,PE,Jaboatão dos Guararapes,0,10.2,152.53,114.4,Ventilador|Geladeira|TV,Climatização,13,Apartamento,Mediano
59884,Nordeste,AL,Arapiraca,0,8.4,233.48,175.11,Ventilador|Bebedouro|Geladeira,Climatização,33,Apartamento,Mediano
59885,Nordeste,AL,Arapiraca,1,10.5,351.8,263.85,Computador Desktop|Geladeira|Ventilador,Tecnologia,18,Casa,Crítico
59886,Nordeste,AL,Arapiraca,1,5.1,105.02,78.76,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,11,Casa,Ruim
59887,Nordeste,PE,Jaboatão dos Guararapes,0,0.1,302.27,226.7,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,21,Casa,Excelente
59888,Nordeste,AL,Arapiraca,1,8.7,242.29,181.72,Ventilador|TV|Freezer,Climatização,28,Casa,Crítico
59889,Nordeste,AL,Arapiraca,0,7.5,132.47,99.35,Geladeira|TV|Ventilador,Refrigeração,21,Apartamento,Bom
59890,Nordeste,AL,Arapiraca,1,3.2,248.46,186.34,Ventilador|Bebedouro|Geladeira,Climatização,24,Casa,Ruim
59891,Nordeste,AL,Arapiraca,1,0.7,78.8,59.1,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,7,Apartamento,Mediano
59892,Nordeste,AL,Arapiraca,1,8.5,80.6,60.45,Geladeira|TV|Ventilador,Refrigeração,9,Comercio,Crítico
59893,Nordeste,AL,Arapiraca,0,0.9,96.36,72.27,Geladeira|Chuveiro Elétrico|Lâmpada LED,Refrigeração,19,Casa,Excelente
59894,Nordeste,AL,Arapiraca,1,1.8,191.34,143.5,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,22,Apartamento,Ruim
59895,Nordeste,PE,Jaboatão dos Guararapes,0,10.1,95.83,71.87,Geladeira|TV|Lâmpada Incandescente,Refrigeração,8,Comercio,Bom
59896,Nordeste,PE,Jaboatão dos Guararapes,1,10.3,78.76,59.07,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Casa,Crítico
59897,Nordeste,PE,Jaboatão dos Guararapes,1,0.3,125.8,94.35,Geladeira|Ventilador|TV,Refrigeração,13,Apartamento,Mediano
59898,Nordeste,PE,Jaboatão dos Guararapes,1,2.8,239.71,179.78,TV|Ventilador|Geladeira,Tecnologia,20,Casa,Ruim
59899,Nordeste,PE,Jaboatão dos Guararapes,0,5.4,87.24,65.43,Geladeira|Ventilador|Lâmpada LED,Refrigeração,14,Apartamento,Bom
59900,Nordeste,PE,Jaboatão dos Guararapes,1,0.7,118.38,88.78,Geladeira|Ventilador|TV,Refrigeração,11,Comercio,Mediano
59901,Nordeste,AL,Arapiraca,1,7.7,97.94,73.46,Geladeira|Lâmpada Fluorescente|TV,Refrigeração,10,Apartamento,Crítico
59902,Nordeste,AL,Arapiraca,1,11.7,160.06,120.04,Ventilador|Geladeira|TV,Climatização,14,Apartamento,Crítico
59903,Nordeste,AL,Arapiraca,1,8.1,93.97,70.48,Geladeira|TV|Lâmpada LED,Refrigeração,15,Apartamento,Crítico
59904,Nordeste,AL,Arapiraca,0,1.1,84.76,63.57,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,10,Casa,Excelente
59905,Nordeste,AL,Arapiraca,1,6.8,237.99,178.49,Ventilador|Computador Desktop|Geladeira,Climatização,19,Comercio,Crítico
59906,Norte,RO,Porto Velho,0,1.8,107.2,80.4,Geladeira|Bomba d'Água|Ventilador,Refrigeração,11,Comercio,Excelente
59907,Nordeste,AL,Arapiraca,1,6.6,164.89,123.67,Ventilador|Geladeira|TV,Climatização,15,Casa,Crítico
59908,Nordeste,AL,Arapiraca,1,8.2,226.04,169.53,Ventilador|Geladeira|TV,Climatização,19,Casa,Crítico
59909,Norte,RO,Porto Velho,1,5.6,80.94,60.7,Geladeira|Ventilador|Bomba d'Água,Refrigeração,11,Casa,Ruim
59910,Nordeste,AL,Arapiraca,1,2.0,114.76,86.07,Geladeira|Ventilador|TV,Refrigeração,14,Casa,Ruim
59911,Nordeste,AL,Arapiraca,0,11.6,175.89,131.92,Bebedouro|TV|Geladeira,Refrigeração,19,Apartamento,Mediano
59912,Nordeste,AL,Arapiraca,1,2.8,492.2,369.15,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,25,Casa,Crítico
59913,Norte,RO,Porto Velho,1,11.1,52.84,39.63,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Apartamento,Crítico
59914,Norte,RO,Porto Velho,0,5.1,140.99,105.74,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,24,Apartamento,Bom
59915,Nordeste,AL,Arapiraca,0,2.3,187.03,140.27,Ventilador|Geladeira|TV,Climatização,27,Apartamento,Bom
59916,Nordeste,AL,Arapiraca,0,3.8,127.17,95.38,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,27,Apartamento,Bom
59917,Nordeste,AL,Arapiraca,1,1.7,156.89,117.67,Bebedouro|Geladeira|Lâmpada LED,Refrigeração,38,Casa,Ruim
59918,Nordeste,AL,Arapiraca,1,8.7,141.32,105.99,Bebedouro|Geladeira|TV,Refrigeração,17,Apartamento,Crítico
59919,Nordeste,AL,Arapiraca,1,9.8,126.63,94.97,TV|Geladeira|Ventilador,Tecnologia,14,Comercio,Crítico
59920,Nordeste,AL,Arapiraca,0,5.9,95.22,71.41,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,11,Casa,Bom
59921,Nordeste,AL,Arapiraca,1,0.2,87.01,65.26,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,14,Comercio,Mediano
59922,Nordeste,AL,Arapiraca,0,6.5,98.67,74.0,Geladeira|Ventilador|TV,Refrigeração,20,Apartamento,Bom
59923,Nordeste,AL,Arapiraca,1,9.8,96.58,72.44,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Comercio,Crítico
59924,Nordeste,AL,Arapiraca,1,5.5,128.06,96.04,TV|Geladeira|Lâmpada Fluorescente,Tecnologia,15,Apartamento,Ruim
59925,Norte,RO,Porto Velho,1,10.4,114.16,85.62,Geladeira|Freezer|Ventilador,Refrigeração,10,Casa,Crítico
59926,Norte,RO,Porto Velho,0,8.1,113.4,85.05,Geladeira|Ventilador|Bomba d'Água,Refrigeração,11,Apartamento,Bom
59927,Norte,RO,Porto Velho,1,4.0,68.07,51.05,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,8,Apartamento,Ruim
59928,Norte,RO,Porto Velho,0,8.6,78.03,58.52,Geladeira|Ventilador de Teto|Lâmpada Fluorescente,Refrigeração,9,Casa,Bom
59929,Norte,RO,Porto Velho,1,9.0,79.02,59.26,Geladeira|Ventilador|Bomba d'Água,Refrigeração,11,Apartamento,Crítico
59930,Norte,RO,Porto Velho,1,3.6,57.12,42.84,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,6,Apartamento,Ruim
59931,Norte,RO,Porto Velho,1,2.7,60.27,45.2,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,8,Casa,Mediano
59932,Nordeste,AL,Arapiraca,0,9.9,232.86,174.64,Ventilador|Bebedouro|Geladeira,Climatização,15,Casa,Mediano
59933,Nordeste,AL,Arapiraca,1,9.3,135.91,101.93,Geladeira|Ventilador|TV,Refrigeração,15,Apartamento,Crítico
59934,Nordeste,AL,Arapiraca,1,3.2,101.68,76.26,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,12,Comercio,Ruim
59935,Nordeste,AL,Arapiraca,0,7.7,117.29,87.97,Geladeira|Ventilador|TV,Refrigeração,9,Casa,Bom
59936,Nordeste,AL,Arapiraca,0,8.0,90.89,68.17,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,12,Apartamento,Bom
59938,Nordeste,AL,Arapiraca,1,0.2,80.9,60.68,Geladeira|TV|Lâmpada LED,Refrigeração,14,Casa,Mediano
59939,Nordeste,AL,Arapiraca,1,10.3,112.55,84.41,TV|Geladeira|Lâmpada LED,Tecnologia,13,Apartamento,Crítico
59940,Nordeste,AL,Arapiraca,1,3.1,74.94,56.2,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,10,Casa,Ruim
59941,Nordeste,AL,Arapiraca,1,1.0,132.3,99.22,Geladeira|Ventilador|TV,Refrigeração,15,Comercio,Mediano
59942,Nordeste,AL,Arapiraca,1,8.5,72.91,54.68,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,10,Casa,Crítico
59943,Norte,RO,Porto Velho,0,11.5,135.64,101.73,Geladeira|Ar-condicionado|Bebedouro,Refrigeração,16,Comercio,Mediano
59944,Norte,RO,Porto Velho,0,6.6,375.62,281.72,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,21,Apartamento,Mediano
59945,Norte,RO,Porto Velho,1,1.1,283.5,212.62,Ar-condicionado|Fogão Elétrico|Geladeira,Climatização,27,Comercio,Ruim
59946,Norte,RO,Porto Velho,1,3.3,315.52,236.64,Ar-condicionado|Frigobar|Freezer,Climatização,26,Apartamento,Crítico
59947,Nordeste,AL,Arapiraca,0,4.2,203.32,152.49,Ventilador|Geladeira|Chuveiro Elétrico,Climatização,15,Casa,Bom
59948,Nordeste,AL,Arapiraca,0,6.0,110.21,82.66,Geladeira|TV|Ventilador,Refrigeração,15,Apartamento,Bom
59949,Nordeste,AL,Arapiraca,1,6.7,89.45,67.09,Geladeira|TV|Lâmpada Incandescente,Refrigeração,8,Comercio,Ruim
59950,Nordeste,AL,Arapiraca,0,7.5,100.27,75.2,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,15,Casa,Bom
59951,Nordeste,AL,Arapiraca,0,10.8,95.01,71.26,Geladeira|TV|Lâmpada Incandescente,Refrigeração,15,Apartamento,Mediano
59952,Nordeste,AL,Arapiraca,1,1.2,136.93,102.7,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,14,Comercio,Mediano
59953,Nordeste,AL,Arapiraca,0,11.3,275.04,206.28,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,17,Casa,Mediano
59955,Nordeste,AL,Arapiraca,0,6.7,107.53,80.65,Geladeira|TV|Ventilador,Refrigeração,11,Apartamento,Bom
59956,Nordeste,AL,Arapiraca,0,3.2,176.8,132.6,Bebedouro|Geladeira|Ventilador,Refrigeração,13,Casa,Excelente
59957,Nordeste,AL,Arapiraca,0,3.4,167.58,125.68,Ventilador|Geladeira|TV,Climatização,13,Casa,Excelente
59958,Norte,RO,Porto Velho,1,6.4,90.05,67.54,Geladeira|Ventilador|Bomba d'Água,Refrigeração,11,Comercio,Ruim
59959,Norte,RO,Porto Velho,1,10.4,90.56,67.92,Geladeira|Ventilador|Bomba d'Água,Refrigeração,10,Casa,Crítico
59960,Norte,RO,Porto Velho,0,3.9,84.64,63.48,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Apartamento,Excelente
59961,Norte,RO,Porto Velho,1,9.4,67.09,50.32,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,11,Casa,Crítico
59962,Norte,RO,Porto Velho,1,6.2,92.78,69.59,Geladeira|Ventilador|Secadora de Roupas,Refrigeração,11,Apartamento,Ruim
59964,Norte,RO,Porto Velho,1,4.5,66.2,49.65,Geladeira|Ventilador|Bomba d'Água,Refrigeração,12,Comercio,Ruim
59965,Norte,RO,Porto Velho,1,5.5,67.86,50.9,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Comercio,Ruim
59966,Norte,RO,Porto Velho,1,1.9,119.76,89.82,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,10,Casa,Mediano
59967,Norte,RO,Porto Velho,0,6.4,86.26,64.7,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,12,Apartamento,Bom
59968,Nordeste,AL,Arapiraca,1,6.7,174.3,130.73,Ventilador|Geladeira|TV,Climatização,13,Apartamento,Crítico
59969,Nordeste,AL,Arapiraca,0,7.2,122.58,91.94,Geladeira|Ventilador|TV,Refrigeração,12,Casa,Bom
59970,Nordeste,AL,Arapiraca,1,8.1,158.54,118.9,Ventilador|Geladeira|TV,Climatização,13,Apartamento,Crítico
59971,Nordeste,AL,Arapiraca,0,1.7,430.68,323.01,Ar-condicionado|Ar-condicionado Split|Bebedouro,Climatização,19,Comercio,Excelente
59972,Nordeste,AL,Arapiraca,0,1.6,232.41,174.31,Ventilador|TV|Geladeira,Climatização,24,Comercio,Excelente
59973,Nordeste,AL,Arapiraca,1,1.7,137.15,102.86,TV|Geladeira|Bomba d'Água,Tecnologia,11,Casa,Mediano
59974,Nordeste,AL,Arapiraca,0,10.7,144.21,108.16,Ventilador|Geladeira|TV,Climatização,16,Comercio,Mediano
59975,Nordeste,AL,Arapiraca,1,5.8,91.32,68.49,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,12,Comercio,Ruim
59976,Nordeste,AL,Arapiraca,0,8.8,177.56,133.17,Ventilador|Geladeira|Chuveiro Elétrico,Climatização,22,Casa,Mediano
59977,Nordeste,AL,Arapiraca,1,4.0,92.85,69.64,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,11,Casa,Ruim
59978,Norte,RO,Porto Velho,1,2.2,216.88,162.66,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,29,Apartamento,Ruim
59979,Norte,RO,Porto Velho,1,9.7,108.4,81.3,Geladeira|TV|Ventilador,Refrigeração,22,Comercio,Crítico
59980,Nordeste,AL,Maceió,1,10.6,100.51,75.38,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,14,Apartamento,Crítico
59981,Nordeste,AL,Maceió,0,5.9,100.93,75.7,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,16,Casa,Bom
59982,Nordeste,AL,Maceió,1,11.7,177.49,133.12,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,18,Casa,Crítico
59983,Nordeste,AL,Maceió,0,8.2,80.19,60.14,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,13,Casa,Bom
59984,Nordeste,AL,Maceió,0,11.1,103.75,77.81,Geladeira|Ventilador|TV,Refrigeração,12,Casa,Mediano
59985,Nordeste,AL,Maceió,1,4.3,86.06,64.54,Geladeira|Ventilador|Lâmpada LED,Refrigeração,11,Casa,Ruim
59986,Nordeste,AL,Maceió,1,1.5,124.83,93.62,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,19,Comercio,Mediano
59987,Nordeste,AL,Maceió,0,1.0,180.03,135.02,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,20,Apartamento,Excelente
59988,Nordeste,AL,Maceió,1,9.8,115.92,86.94,Geladeira|Ventilador|TV,Refrigeração,14,Comercio,Crítico
59989,Nordeste,AL,Maceió,0,9.6,91.9,68.93,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,11,Apartamento,Bom
59990,Norte,RO,Porto Velho,1,0.1,77.74,58.3,Geladeira|Ventilador|Bomba d'Água,Refrigeração,11,Casa,Mediano
59991,Norte,RO,Porto Velho,0,4.0,82.41,61.81,Geladeira|Ventilador|Bomba d'Água,Refrigeração,8,Casa,Excelente
59992,Norte,RO,Porto Velho,1,2.1,67.73,50.8,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,8,Comercio,Mediano
59993,Norte,RO,Porto Velho,0,3.6,107.5,80.62,Ventilador|Geladeira|Bomba d'Água,Climatização,11,Casa,Excelente
59994,Norte,RO,Porto Velho,0,9.3,98.09,73.57,Geladeira|Bomba d'Água|Ventilador,Refrigeração,9,Apartamento,Bom
59995,Nordeste,AL,Maceió,1,6.0,49.44,37.08,Geladeira|Lâmpada Fluorescente|Ferro de Passar,Refrigeração,9,Apartamento,Ruim
59996,Nordeste,AL,Maceió,1,1.2,148.27,111.2,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,19,Casa,Ruim
59997,Nordeste,AL,Maceió,1,8.7,66.57,49.93,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,8,Apartamento,Crítico
59998,Nordeste,AL,Maceió,1,4.4,137.19,102.89,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,16,Casa,Ruim
59999,Nordeste,AL,Maceió,1,0.4,75.82,56.86,Geladeira|Ventilador|Micro-ondas,Refrigeração,8,Casa,Mediano
60000,Nordeste,AL,Maceió,0,6.1,95.7,71.78,Geladeira|Ventilador|Ferro de Passar,Refrigeração,14,Casa,Bom
60001,Nordeste,AL,Maceió,0,6.1,119.34,89.5,Geladeira|TV|Ventilador,Refrigeração,13,Comercio,Bom
60002,Nordeste,AL,Maceió,0,2.0,103.59,77.69,Geladeira|TV|Ventilador,Refrigeração,7,Casa,Excelente
60003,Nordeste,AL,Maceió,1,0.9,65.9,49.42,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,8,Casa,Mediano
60004,Nordeste,AL,Maceió,1,5.1,334.54,250.91,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,27,Apartamento,Crítico
60005,Nordeste,AL,Maceió,0,2.3,135.83,101.87,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,21,Casa,Excelente
60006,Nordeste,AL,Maceió,0,3.6,63.0,47.25,Geladeira|Roteador Wi-Fi|Micro-ondas,Refrigeração,16,Casa,Excelente
60007,Nordeste,AL,Maceió,1,10.6,119.23,89.42,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,18,Casa,Crítico
60008,Nordeste,AL,Maceió,0,4.5,96.2,72.15,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,15,Casa,Bom
60009,Nordeste,AL,Maceió,1,0.9,70.16,52.62,Geladeira|Ventilador|Lâmpada Incandescente,Refrigeração,9,Casa,Mediano
60010,Nordeste,AL,Maceió,1,6.1,96.3,72.22,Geladeira|TV|Ventilador,Refrigeração,9,Casa,Ruim
60011,Nordeste,AL,Maceió,0,0.2,74.83,56.12,Geladeira|Ventilador|Notebook,Refrigeração,10,Casa,Excelente
60012,Nordeste,AL,Maceió,1,5.8,71.69,53.77,Geladeira|Ventilador|Caixa de Som,Refrigeração,11,Comercio,Ruim
60013,Nordeste,AL,Maceió,0,6.4,120.89,90.67,Geladeira|Ventilador|TV,Refrigeração,18,Casa,Bom
60014,Nordeste,AL,Maceió,1,4.4,134.98,101.23,Geladeira|Ventilador|Notebook,Refrigeração,29,Apartamento,Crítico
60015,Nordeste,AL,Maceió,1,10.0,139.35,104.51,Ventilador|Geladeira|TV,Climatização,11,Casa,Crítico
60016,Nordeste,AL,Maceió,0,6.5,118.23,88.67,Geladeira|Ventilador|TV,Refrigeração,14,Casa,Bom
60017,Nordeste,AL,Maceió,0,7.5,158.93,119.2,Ventilador|Geladeira|Lâmpada LED,Climatização,13,Apartamento,Bom
60018,Nordeste,AL,Maceió,0,4.4,29.49,22.12,TV|Ventilador|Lâmpada Fluorescente,Tecnologia,6,Apartamento,Excelente
60019,Nordeste,AL,Maceió,1,2.0,115.92,86.94,Geladeira|TV|Ventilador,Refrigeração,14,Comercio,Mediano
60020,Nordeste,AL,Maceió,0,11.1,67.89,50.92,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,11,Casa,Mediano
60021,Nordeste,AL,Maceió,1,3.6,103.2,77.4,Geladeira|TV|Ventilador,Refrigeração,11,Apartamento,Ruim
60022,Nordeste,AL,Maceió,1,8.6,130.26,97.7,Geladeira|TV|Ventilador,Refrigeração,13,Casa,Crítico
60023,Nordeste,AL,Maceió,1,10.1,79.24,59.43,TV|Ventilador|Lâmpada Fluorescente,Tecnologia,9,Apartamento,Crítico
60024,Nordeste,AL,Maceió,1,3.3,121.94,91.46,Geladeira|Ventilador|TV,Refrigeração,15,Apartamento,Ruim
60025,Nordeste,AL,Arapiraca,1,4.3,174.51,130.88,Ventilador|Geladeira|TV,Climatização,14,Casa,Ruim
60026,Nordeste,AL,Arapiraca,1,8.5,160.46,120.34,TV|Geladeira|Ventilador,Tecnologia,18,Casa,Crítico
60027,Nordeste,AL,Arapiraca,1,3.8,180.02,135.02,Ventilador|Geladeira|TV,Climatização,20,Casa,Ruim
60028,Nordeste,AL,Arapiraca,1,5.0,197.33,148.0,Ventilador|Geladeira|Chuveiro Elétrico,Climatização,20,Comercio,Ruim
60029,Nordeste,AL,Arapiraca,1,7.3,159.8,119.85,Ventilador|Geladeira|TV,Climatização,13,Comercio,Ruim
60030,Nordeste,AL,Arapiraca,1,3.5,138.75,104.06,TV|Geladeira|Lâmpada Fluorescente,Tecnologia,20,Apartamento,Ruim
60031,Nordeste,AL,Arapiraca,0,7.5,126.28,94.71,Geladeira|Ventilador|TV,Refrigeração,15,Apartamento,Bom
60032,Nordeste,AL,Arapiraca,0,6.5,177.91,133.43,Ventilador|Geladeira|TV,Climatização,16,Casa,Bom
60033,Nordeste,AL,Arapiraca,0,11.5,174.86,131.15,TV|Geladeira|Ventilador,Tecnologia,18,Apartamento,Mediano
60034,Nordeste,AL,Arapiraca,1,5.4,168.84,126.63,Ventilador|Geladeira|TV,Climatização,26,Casa,Crítico
60035,Nordeste,AL,Arapiraca,0,7.8,91.54,68.66,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,18,Casa,Bom
60036,Nordeste,AL,Arapiraca,1,0.2,116.49,87.37,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,16,Casa,Mediano
60037,Nordeste,AL,Arapiraca,1,4.4,211.9,158.93,Máquina de Costura|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,24,Apartamento,Crítico
60038,Nordeste,AL,Arapiraca,0,6.2,146.12,109.59,Geladeira|TV|Lâmpada Incandescente,Refrigeração,15,Casa,Bom
60039,Nordeste,AL,Arapiraca,1,4.8,168.85,126.64,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,16,Casa,Ruim
60040,Nordeste,AL,Arapiraca,1,5.4,92.49,69.37,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,11,Apartamento,Ruim
60041,Nordeste,AL,Arapiraca,0,1.0,61.37,46.03,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,7,Comercio,Excelente
60042,Nordeste,AL,Arapiraca,0,7.9,115.59,86.69,Geladeira|Ventilador|TV,Refrigeração,17,Comercio,Bom
60043,Nordeste,AL,Arapiraca,1,2.1,100.63,75.47,Geladeira|TV|Ventilador,Refrigeração,12,Casa,Mediano
60044,Nordeste,AL,Maceió,1,10.0,185.52,139.14,TV|Geladeira|Ventilador,Tecnologia,17,Comercio,Crítico
60045,Nordeste,AL,Maceió,1,3.3,146.97,110.23,Geladeira|TV|Ventilador,Refrigeração,12,Casa,Ruim
60046,Nordeste,AL,Maceió,1,9.8,73.57,55.18,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Apartamento,Crítico
60047,Nordeste,AL,Maceió,1,10.4,136.11,102.08,Geladeira|TV|Lâmpada Incandescente,Refrigeração,11,Comercio,Crítico
60048,Nordeste,AL,Maceió,0,10.5,125.72,94.29,TV|Geladeira|Ventilador,Tecnologia,15,Casa,Mediano
60049,Nordeste,AL,Maceió,0,11.3,195.85,146.89,TV|Geladeira|Ventilador,Tecnologia,16,Casa,Mediano
60050,Nordeste,AL,Maceió,1,1.1,66.16,49.62,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,15,Casa,Mediano
60051,Nordeste,AL,Maceió,1,1.9,88.77,66.58,Geladeira|TV|Ventilador,Refrigeração,11,Comercio,Mediano
60052,Nordeste,AL,Maceió,1,1.7,82.79,62.09,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,18,Apartamento,Ruim
60053,Nordeste,AL,Maceió,1,11.7,111.66,83.74,Geladeira|TV|Lâmpada Incandescente,Refrigeração,10,Casa,Crítico
60054,Nordeste,AL,Maceió,0,2.7,102.59,76.94,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,17,Casa,Excelente
60055,Nordeste,AL,Maceió,1,5.4,72.09,54.07,Geladeira|TV|Lâmpada LED,Refrigeração,11,Apartamento,Ruim
60056,Nordeste,AL,Maceió,0,2.7,156.52,117.39,Ventilador|Geladeira|TV,Climatização,18,Casa,Excelente
60057,Nordeste,AL,Maceió,1,8.6,74.42,55.82,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,9,Apartamento,Crítico
60058,Nordeste,AL,Maceió,1,3.2,150.49,112.87,Ventilador|Geladeira|TV,Climatização,19,Casa,Ruim
60059,Nordeste,AL,Maceió,1,4.8,130.78,98.08,Ventilador|Geladeira|Notebook,Climatização,24,Apartamento,Crítico
60060,Nordeste,AL,Maceió,1,3.5,81.36,61.02,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,13,Comercio,Ruim
60061,Nordeste,AL,Maceió,1,2.5,102.06,76.54,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,17,Casa,Ruim
60062,Nordeste,AL,Maceió,1,0.3,146.15,109.61,Ventilador|Geladeira|Videogame,Climatização,25,Casa,Ruim
60063,Nordeste,AL,Arapiraca,0,1.9,122.26,91.7,Geladeira|TV|Ventilador,Refrigeração,17,Casa,Excelente
60064,Nordeste,AL,Arapiraca,1,6.2,142.4,106.8,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,17,Comercio,Ruim
60065,Nordeste,AL,Arapiraca,0,2.4,276.43,207.32,Geladeira|Ventilador|TV,Refrigeração,28,Apartamento,Bom
60066,Nordeste,AL,Arapiraca,0,1.1,739.28,554.46,Portão Elétrico|Geladeira|TV,Serviços,36,Apartamento,Mediano
60067,Nordeste,AL,Arapiraca,1,10.5,78.26,58.7,Geladeira|TV|Ventilador,Refrigeração,12,Casa,Crítico
60068,Nordeste,AL,Arapiraca,0,0.2,64.82,48.61,Geladeira|TV|Lâmpada LED,Refrigeração,12,Comercio,Excelente
60069,Nordeste,AL,Arapiraca,1,3.5,148.7,111.52,Ventilador|Geladeira|TV,Climatização,15,Comercio,Ruim
60070,Nordeste,AL,Arapiraca,0,9.1,130.45,97.84,Geladeira|Ventilador|TV,Refrigeração,15,Apartamento,Mediano
60071,Nordeste,AL,Arapiraca,0,2.5,296.72,222.54,Ventilador|Bebedouro|Geladeira,Climatização,21,Casa,Bom
60073,Nordeste,AL,Maceió,1,5.5,100.59,75.44,Geladeira|TV|Ventilador,Refrigeração,9,Comercio,Ruim
60074,Nordeste,AL,Maceió,0,9.4,99.18,74.39,Geladeira|Ventilador|Lava-louças,Refrigeração,14,Apartamento,Bom
60075,Nordeste,AL,Arapiraca,1,4.4,269.58,202.18,Ventilador|Bebedouro|Geladeira,Climatização,27,Comercio,Ruim
60076,Norte,RO,Porto Velho,0,0.6,455.64,341.73,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,50,Apartamento,Mediano
60077,Nordeste,AL,Arapiraca,0,5.6,97.77,73.33,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,14,Comercio,Bom
60078,Nordeste,AL,Arapiraca,0,8.1,137.44,103.08,Geladeira|TV|Roteador Wi-Fi,Refrigeração,26,Apartamento,Mediano
60079,Nordeste,AL,Arapiraca,0,9.5,121.61,91.21,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,14,Casa,Bom
60080,Nordeste,AL,Arapiraca,1,0.1,75.64,56.73,Geladeira|TV|Lâmpada LED,Refrigeração,12,Casa,Mediano
